rider_id,signup_date,city,is_minority
112,2024-09-22,Seattle,0
113,2024-05-18,Austin,1
114,2025-04-06,Boston,1
115,2023-05-16,Seattle,0
116,2023-08-18,Boston,0
117,2025-08-11,Seattle,1
118,2023-08-16,Boston,1
119,2025-02-12,Chicago,1
120,2024-03-24,Chicago,0
121,2024-11-10,Boston,1
122,2023-12-29,Seattle,1
123,2025-03-12,Chicago,0
124,2024-11-15,Austin,0
125,2023-11-27,Seattle,0
126,2023-06-24,Boston,1
127,2023-01-11,Seattle,1
128,2022-04-24,Chicago,0
129,2022-11-18,Seattle,0
130,2023-11-27,Chicago,0
131,2025-06-14,Austin,0
132,2024-07-02,San Francisco,0
133,2024-05-16,Chicago,1
134,2024-05-19,Chicago,0
135,2023-07-21,Chicago,0
136,2023-09-16,San Francisco,0
137,2022-10-09,Seattle,1
138,2025-05-22,San Francisco,0
139,2023-01-11,Boston,0
140,2022-09-27,Austin,1
141,2024-10-10,San Francisco,0
142,2023-10-23,Chicago,0
143,2023-02-08,Seattle,0
144,2023-12-08,Austin,1
145,2022-12-22,Boston,1
146,2023-10-28,San Francisco,0
147,2022-03-08,Seattle,0
148,2023-12-13,San Francisco,1
149,2025-05-20,Austin,0
150,2023-12-07,Boston,1
151,2025-06-27,Austin,0
152,2024-02-22,Boston,0
153,2024-04-07,Chicago,1
154,2023-12-05,Austin,0
155,2024-03-14,Austin,0
156,2025-02-26,San Francisco,1
157,2025-06-19,Austin,0
158,2024-02-08,Chicago,1
159,2023-05-05,Chicago,0
160,2025-01-22,Seattle,1
161,2024-12-25,San Francisco,0
162,2023-10-09,Chicago,1
163,2024-04-23,Austin,1
164,2025-04-22,Austin,0
165,2024-06-18,Seattle,0
166,2025-05-23,San Francisco,0
167,2023-03-16,Chicago,1
168,2022-07-30,Chicago,1
169,2023-06-15,Boston,1
170,2023-07-26,San Francisco,1
171,2022-04-12,Austin,1
172,2024-06-14,Boston,1
173,2022-01-03,Seattle,0
174,2022-06-16,San Francisco,1
175,2023-05-07,Chicago,0
176,2022-12-27,Seattle,0
177,2023-01-23,San Francisco,0
178,2025-01-03,Austin,1
179,2025-10-28,Austin,1
180,2022-05-16,Chicago,0
181,2023-06-01,San Francisco,0
182,2022-07-02,Seattle,0
183,2023-06-19,Chicago,0
184,2023-07-20,Chicago,1
185,2022-07-16,Boston,0
186,2024-02-14,Austin,0
187,2022-12-19,Chicago,1
188,2024-07-01,Seattle,0
189,2024-09-08,Seattle,1
190,2025-05-07,San Francisco,1
191,2022-01-21,Chicago,1
192,2023-07-03,Boston,1
193,2025-02-18,San Francisco,0
194,2024-09-01,Seattle,0
195,2022-04-13,Austin,1
196,2025-08-10,San Francisco,0
197,2022-10-30,Chicago,0
198,2023-12-17,Austin,0
199,2024-04-27,Boston,0
200,2025-09-29,Boston,0
201,2024-06-08,San Francisco,0
202,2022-12-30,Austin,1
203,2025-10-14,Seattle,0
204,2025-06-20,Austin,0
205,2023-07-31,Seattle,1
206,2024-08-16,Seattle,1
207,2024-09-18,Seattle,0
208,2024-06-08,Seattle,1
209,2023-09-01,Austin,0
210,2023-05-24,Chicago,0
211,2023-12-14,Chicago,0
212,2022-08-14,Austin,0
213,2022-01-02,Austin,1
214,2024-01-09,Boston,0
215,2025-09-03,Seattle,0
216,2025-01-04,Chicago,0
217,2024-05-28,Austin,1
218,2022-07-05,Boston,0
219,2022-07-10,Chicago,0
220,2023-09-30,Austin,1
221,2024-11-21,Chicago,1
222,2023-05-22,Seattle,0
223,2022-11-01,San Francisco,1
224,2022-09-15,Chicago,0
225,2023-07-27,Chicago,1
226,2024-01-20,Seattle,0
227,2022-07-15,San Francisco,0
228,2022-07-24,San Francisco,0
229,2024-12-03,Boston,1
230,2025-09-16,San Francisco,1
231,2024-09-05,Seattle,1
232,2024-01-05,Seattle,1
233,2022-12-27,Boston,0
234,2025-11-04,Austin,0
235,2022-06-29,San Francisco,1
236,2023-07-29,Boston,0
237,2023-04-21,Seattle,0
238,2023-03-19,Seattle,1
239,2024-09-12,Boston,1
240,2025-09-17,San Francisco,1
241,2024-04-08,Chicago,0
242,2025-05-18,Boston,1
243,2022-05-03,Boston,1
244,2023-01-24,Chicago,1
245,2023-05-26,Austin,0
246,2022-09-15,Seattle,0
247,2025-01-30,Boston,1
248,2024-10-01,Seattle,1
249,2023-10-21,Boston,1
250,2022-07-21,San Francisco,0
251,2025-07-12,Seattle,0
252,2022-05-24,Boston,0
253,2024-07-15,Chicago,1
254,2022-12-02,Boston,1
255,2023-01-30,Boston,1
256,2023-06-06,Chicago,0
257,2023-11-25,Seattle,0
258,2025-10-30,Austin,1
259,2024-12-03,Seattle,0
260,2023-07-22,Chicago,0
261,2023-06-27,Seattle,0
262,2022-04-24,Chicago,0
263,2025-05-11,Boston,1
264,2024-03-30,Chicago,0
265,2025-09-16,Boston,0
266,2023-02-13,Seattle,0
267,2022-10-23,Chicago,0
268,2025-05-08,Seattle,0
269,2024-11-22,Boston,0
270,2023-12-25,Chicago,1
271,2024-06-14,San Francisco,0
272,2025-10-17,Seattle,1
273,2022-06-02,Chicago,1
274,2022-12-26,Boston,1
275,2025-04-22,Seattle,0
276,2022-10-05,Seattle,1
277,2024-06-05,San Francisco,0
278,2024-03-20,San Francisco,1
279,2024-03-25,Chicago,0
280,2023-06-11,San Francisco,0
281,2025-05-07,Boston,0
282,2025-11-02,Chicago,0
283,2022-07-14,Chicago,0
284,2025-01-29,Boston,0
285,2022-04-29,Austin,1
286,2023-02-22,Austin,0
287,2022-11-22,Austin,0
288,2025-03-22,Seattle,0
289,2025-09-19,Boston,1
290,2023-01-13,San Francisco,1
291,2022-07-22,Austin,1
292,2022-05-17,Chicago,0
293,2023-01-08,San Francisco,0
294,2023-11-08,Austin,0
295,2022-07-21,Seattle,0
296,2022-10-19,San Francisco,1
297,2022-01-25,Seattle,1
298,2023-09-24,Seattle,0
299,2023-05-30,Austin,1
300,2025-11-13,San Francisco,1
301,2024-09-11,Chicago,0
302,2024-03-23,Seattle,1
303,2025-02-15,Seattle,0
304,2025-10-05,Boston,0
305,2022-06-07,San Francisco,1
306,2022-01-19,Boston,0
307,2022-11-27,Chicago,1
308,2025-07-13,Austin,0
309,2022-12-30,Chicago,0
310,2022-02-10,Boston,0
311,2022-05-27,San Francisco,1
312,2023-03-08,San Francisco,0
313,2024-09-11,Chicago,0
314,2025-05-21,Chicago,0
315,2024-07-30,Austin,0
316,2022-07-04,Chicago,1
317,2025-06-19,Seattle,0
318,2024-03-30,Seattle,1
319,2024-03-04,Austin,0
320,2022-11-17,San Francisco,0
321,2025-06-24,San Francisco,0
322,2022-12-30,Chicago,0
323,2023-04-27,Boston,1
324,2022-12-24,Austin,1
325,2022-05-31,Austin,0
326,2023-10-29,San Francisco,0
327,2024-05-06,San Francisco,1
328,2025-07-11,Chicago,0
329,2024-05-27,Austin,0
330,2024-04-06,Boston,0
331,2024-12-23,Chicago,0
332,2025-02-13,Boston,1
333,2024-03-19,Austin,0
334,2024-08-02,Seattle,0
335,2022-08-30,Boston,0
336,2024-04-19,Seattle,0
337,2024-06-24,Chicago,1
338,2025-09-05,San Francisco,0
339,2025-07-21,Seattle,0
340,2023-10-15,Chicago,1
341,2024-07-04,San Francisco,0
342,2022-10-16,Chicago,0
343,2023-06-02,Austin,0
344,2022-08-28,Chicago,0
345,2024-02-19,Boston,0
346,2024-04-01,Seattle,0
347,2025-11-30,Seattle,0
348,2023-10-17,Boston,0
349,2024-10-16,Seattle,1
350,2025-06-12,Chicago,0
351,2025-08-25,Chicago,1
352,2023-11-09,Boston,0
353,2023-04-24,Seattle,1
354,2025-06-05,Chicago,1
355,2023-03-15,Seattle,0
356,2023-09-06,San Francisco,1
357,2024-03-28,Seattle,0
358,2023-08-28,Austin,0
359,2022-03-14,Seattle,1
360,2023-04-05,Seattle,1
361,2024-03-14,Austin,0
362,2022-06-16,Austin,1
363,2022-06-29,Chicago,1
364,2023-07-27,Chicago,1
365,2023-12-06,San Francisco,1
366,2022-05-25,Seattle,1
367,2025-01-16,Seattle,0
368,2025-07-01,Chicago,0
369,2025-08-28,San Francisco,0
370,2025-07-30,Chicago,0
371,2024-02-27,Seattle,0
372,2023-05-30,Boston,1
373,2022-02-27,San Francisco,1
374,2023-08-18,Chicago,1
375,2024-11-08,San Francisco,0
376,2024-02-14,San Francisco,1
377,2023-05-28,Boston,0
378,2022-08-18,San Francisco,1
379,2023-11-27,San Francisco,1
380,2023-10-19,San Francisco,1
381,2024-03-19,Chicago,0
382,2023-02-20,Boston,0
383,2022-09-23,Austin,0
384,2022-08-31,San Francisco,0
385,2024-12-04,Austin,0
386,2022-08-30,Chicago,0
387,2024-01-05,Boston,0
388,2022-02-16,Seattle,1
389,2024-06-15,Austin,1
390,2024-01-19,Boston,0
391,2025-05-25,Boston,1
392,2023-06-21,Seattle,1
393,2023-07-12,Boston,0
394,2022-07-09,Austin,0
395,2022-12-05,Boston,0
396,2025-02-16,San Francisco,1
397,2023-05-27,Chicago,0
398,2023-09-29,Seattle,1
399,2023-01-21,San Francisco,1
400,2025-10-29,Austin,1
401,2023-03-30,Chicago,0
402,2025-10-19,San Francisco,1
403,2025-10-17,Austin,1
404,2022-06-12,Seattle,0
405,2024-07-19,San Francisco,1
406,2024-04-29,Austin,1
407,2023-11-28,San Francisco,1
408,2023-05-12,Boston,0
409,2024-06-21,Boston,0
410,2023-05-15,Boston,1
411,2022-09-16,Chicago,0
412,2024-04-22,Boston,1
413,2025-04-21,Seattle,1
414,2024-01-05,San Francisco,0
415,2024-11-19,San Francisco,1
416,2024-09-01,Chicago,1
417,2023-02-05,Austin,0
418,2025-11-15,Boston,1
419,2023-10-24,Boston,1
420,2023-09-28,Seattle,0
421,2023-01-09,Chicago,0
422,2023-03-05,San Francisco,0
423,2022-03-27,Seattle,1
424,2024-12-24,Chicago,1
425,2022-09-19,Boston,0
426,2022-10-20,Chicago,0
427,2023-09-21,Chicago,0
428,2024-07-05,Seattle,1
429,2024-08-21,Boston,0
430,2022-11-16,Boston,0
431,2025-06-24,Chicago,0
432,2023-06-20,San Francisco,0
433,2024-10-03,Chicago,1
434,2022-02-10,Austin,0
435,2023-07-29,San Francisco,1
436,2022-12-16,Chicago,1
437,2022-07-29,Austin,0
438,2024-12-15,Seattle,0
439,2022-10-02,Boston,1
440,2024-11-17,Austin,1
441,2025-03-08,Chicago,0
442,2025-07-18,Austin,1
443,2024-12-23,Chicago,0
444,2022-09-09,San Francisco,1
445,2025-09-20,San Francisco,1
446,2022-06-18,Austin,0
447,2024-01-17,San Francisco,0
448,2022-07-09,Boston,0
449,2023-08-31,Austin,1
450,2024-03-22,Austin,0
451,2024-10-08,Boston,1
452,2024-05-18,Chicago,1
453,2023-06-06,San Francisco,0
454,2025-11-24,Seattle,0
455,2024-07-12,Austin,1
456,2022-02-14,Seattle,1
457,2022-07-17,Boston,0
458,2023-11-29,Seattle,1
459,2022-03-26,Chicago,0
460,2023-09-17,Chicago,0
461,2025-04-12,San Francisco,1
462,2022-11-26,San Francisco,0
463,2025-09-09,Seattle,1
464,2023-02-18,Seattle,0
465,2024-03-21,San Francisco,1
466,2024-01-07,Chicago,1
467,2022-05-16,Seattle,1
468,2024-04-05,Boston,1
469,2024-01-05,Austin,1
470,2024-10-24,San Francisco,0
471,2022-08-06,Boston,0
472,2025-03-05,Chicago,0
473,2025-11-30,San Francisco,0
474,2024-12-22,Boston,0
475,2022-12-23,Austin,1
476,2024-01-31,Seattle,1
477,2023-11-09,Chicago,0
478,2025-10-04,Boston,0
479,2022-07-16,Austin,0
480,2024-12-04,Boston,1
481,2022-01-29,Boston,0
482,2024-06-17,Seattle,1
483,2022-05-23,Austin,1
484,2024-11-10,Boston,0
485,2024-01-25,Boston,0
486,2022-12-12,Seattle,0
487,2022-01-20,Boston,1
488,2023-06-03,Seattle,0
489,2024-11-30,Austin,0
490,2025-07-13,Chicago,0
491,2023-10-14,San Francisco,1
492,2024-12-16,Seattle,1
493,2023-12-24,San Francisco,1
494,2022-02-15,Austin,0
495,2025-06-04,Chicago,0
496,2023-04-11,Boston,0
497,2023-04-26,Chicago,1
498,2023-04-18,Boston,1
499,2024-09-03,Austin,1
500,2022-08-20,Boston,0
501,2022-04-21,Austin,1
502,2022-12-10,Chicago,0
503,2024-10-06,San Francisco,1
504,2024-06-03,Seattle,1
505,2022-01-02,San Francisco,0
506,2023-11-12,Chicago,1
507,2024-07-18,Boston,0
508,2025-11-16,San Francisco,0
509,2022-01-13,San Francisco,1
510,2024-11-21,Chicago,0
511,2022-08-06,San Francisco,0
512,2023-06-09,San Francisco,1
513,2023-01-08,Austin,1
514,2024-01-01,Chicago,1
515,2025-02-26,Chicago,1
516,2024-12-25,Chicago,1
517,2023-10-11,Seattle,0
518,2024-06-17,Chicago,0
519,2025-08-29,Chicago,0
520,2024-02-13,Seattle,0
521,2023-01-03,Austin,0
522,2025-01-25,San Francisco,0
523,2024-08-13,Seattle,0
524,2023-09-28,Seattle,0
525,2023-01-06,Austin,0
526,2023-06-12,Austin,1
527,2024-06-14,Austin,0
528,2022-08-11,San Francisco,0
529,2022-02-07,San Francisco,0
530,2025-10-04,San Francisco,0
531,2022-04-18,Boston,0
532,2024-05-18,Boston,0
533,2023-03-07,Austin,0
534,2024-01-10,Boston,0
535,2024-06-04,Boston,0
536,2024-02-03,Chicago,1
537,2025-05-28,San Francisco,0
538,2024-12-06,Chicago,1
539,2025-01-26,Seattle,0
540,2022-07-01,San Francisco,0
541,2023-07-30,Boston,0
542,2022-02-22,Chicago,1
543,2025-01-25,San Francisco,0
544,2025-03-13,Chicago,0
545,2023-06-28,San Francisco,0
546,2023-11-08,Seattle,1
547,2022-04-04,San Francisco,1
548,2024-11-29,Boston,0
549,2023-08-05,Boston,0
550,2024-05-09,Chicago,1
551,2024-01-17,Seattle,0
552,2023-05-21,San Francisco,1
553,2025-09-14,San Francisco,0
554,2022-01-10,Seattle,0
555,2023-03-26,Chicago,1
556,2024-06-25,Austin,1
557,2024-06-05,Boston,0
558,2024-11-08,Seattle,0
559,2024-07-25,Austin,0
560,2024-09-20,Boston,0
561,2023-08-18,Chicago,0
562,2025-07-19,Chicago,0
563,2024-09-25,Chicago,0
564,2022-06-15,Seattle,1
565,2025-04-22,Boston,0
566,2022-01-21,San Francisco,0
567,2023-02-17,Austin,0
568,2022-11-30,San Francisco,0
569,2023-02-16,Chicago,1
570,2024-02-01,Austin,1
571,2025-05-19,Chicago,0
572,2022-11-26,Seattle,0
573,2023-09-27,Boston,0
574,2023-02-17,Seattle,0
575,2022-07-10,San Francisco,0
576,2023-06-14,Austin,0
577,2022-04-09,Austin,0
578,2024-12-04,Chicago,1
579,2022-12-07,Austin,0
580,2024-09-07,San Francisco,0
581,2022-07-14,Austin,0
582,2022-03-30,Boston,0
583,2022-06-02,Boston,1
584,2023-02-08,San Francisco,0
585,2024-03-19,Austin,0
586,2022-09-27,Chicago,1
587,2025-09-01,Boston,0
588,2024-09-14,Chicago,0
589,2022-11-04,San Francisco,1
590,2023-01-28,Seattle,1
591,2023-10-14,Chicago,0
592,2025-05-04,Chicago,0
593,2022-10-30,Austin,0
594,2022-10-18,San Francisco,1
595,2024-11-13,Chicago,1
596,2022-10-29,Austin,0
597,2025-10-08,Chicago,0
598,2023-08-30,Austin,1
599,2024-09-03,Chicago,1
600,2023-07-29,Boston,1
601,2023-12-24,San Francisco,1
602,2025-07-24,Boston,0
603,2024-02-03,San Francisco,1
604,2023-08-06,Chicago,1
605,2023-10-02,San Francisco,0
606,2025-06-16,Chicago,0
607,2023-06-09,San Francisco,0
608,2024-04-29,Austin,0
609,2023-02-28,San Francisco,1
610,2024-03-07,Chicago,0
611,2022-11-16,Chicago,0
612,2025-04-15,Chicago,0
613,2022-05-09,San Francisco,1
614,2025-11-11,Boston,1
615,2023-05-21,Austin,0
616,2024-09-16,San Francisco,1
617,2023-08-28,San Francisco,1
618,2023-08-09,Chicago,0
619,2024-05-10,Austin,1
620,2024-09-15,Austin,0
621,2025-05-20,Austin,0
622,2025-01-11,San Francisco,1
623,2023-07-18,Seattle,0
624,2024-06-01,Boston,0
625,2024-11-24,Boston,1
626,2024-09-22,Seattle,1
627,2024-11-08,San Francisco,0
628,2025-09-28,Chicago,0
629,2023-12-25,Seattle,0
630,2022-10-28,Boston,0
631,2022-08-07,San Francisco,1
632,2025-11-12,Boston,0
633,2025-05-09,Chicago,0
634,2022-01-10,Austin,0
635,2022-01-17,Austin,0
636,2025-11-11,Boston,1
637,2024-05-26,Austin,1
638,2025-04-14,Seattle,0
639,2024-10-19,Chicago,1
640,2025-03-25,Boston,0
641,2024-08-27,San Francisco,1
642,2023-03-02,Austin,0
643,2024-12-01,Boston,0
644,2025-05-24,Boston,0
645,2023-12-06,Seattle,1
646,2025-01-24,Chicago,1
647,2025-01-14,Chicago,0
648,2024-11-05,Austin,0
649,2023-09-08,Seattle,1
650,2022-01-04,Seattle,0
651,2022-12-10,Seattle,0
652,2025-06-23,Chicago,0
653,2023-02-05,Chicago,0
654,2022-07-23,Boston,1
655,2023-01-15,Boston,1
656,2023-06-06,Austin,1
657,2022-07-07,Boston,0
658,2022-01-07,Chicago,1
659,2025-07-13,San Francisco,0
660,2022-02-01,Boston,1
661,2022-02-03,Austin,0
662,2025-09-25,Austin,1
663,2024-05-17,San Francisco,0
664,2024-09-15,San Francisco,0
665,2025-07-15,Chicago,0
666,2023-04-07,San Francisco,0
667,2022-03-22,Austin,1
668,2023-03-05,Boston,1
669,2023-09-08,Seattle,0
670,2023-02-07,San Francisco,0
671,2023-08-12,Austin,1
672,2022-05-28,Austin,0
673,2025-06-05,Austin,0
674,2022-05-10,Boston,0
675,2022-09-17,Austin,1
676,2022-09-08,Boston,1
677,2025-04-24,Seattle,1
678,2024-03-23,San Francisco,1
679,2023-03-11,San Francisco,0
680,2023-06-28,Chicago,1
681,2025-06-18,Seattle,1
682,2023-01-23,Boston,1
683,2024-11-25,Seattle,0
684,2025-07-26,Boston,0
685,2025-01-23,San Francisco,1
686,2023-04-05,Seattle,0
687,2025-03-11,San Francisco,1
688,2022-08-27,Seattle,0
689,2024-12-21,Boston,1
690,2025-07-23,Seattle,1
691,2022-12-03,Chicago,0
692,2025-02-27,Seattle,1
693,2023-12-28,San Francisco,0
694,2024-05-22,Seattle,0
695,2024-05-26,San Francisco,1
696,2025-09-21,Boston,1
697,2025-11-20,Boston,0
698,2022-01-21,Seattle,0
699,2024-05-19,Austin,0
700,2023-02-27,Austin,0
701,2023-03-28,San Francisco,0
702,2025-09-23,Boston,0
703,2025-02-07,Chicago,0
704,2025-09-08,Seattle,1
705,2022-10-01,Boston,0
706,2023-10-10,Austin,0
707,2023-10-11,Austin,0
708,2023-11-15,Seattle,0
709,2025-02-12,San Francisco,0
710,2022-05-12,Austin,0
711,2024-02-09,Austin,0
712,2025-09-19,Chicago,0
713,2024-07-09,Chicago,1
714,2024-04-29,Chicago,0
715,2023-11-03,Chicago,1
716,2022-01-09,Seattle,0
717,2022-03-23,Chicago,1
718,2024-05-22,Boston,0
719,2025-04-28,Austin,1
720,2024-11-21,Austin,0
721,2024-03-26,Chicago,0
722,2022-12-19,San Francisco,0
723,2023-06-19,Chicago,0
724,2023-09-06,San Francisco,0
725,2025-07-24,San Francisco,1
726,2023-10-22,San Francisco,0
727,2022-07-07,Chicago,1
728,2025-02-10,Austin,1
729,2022-01-23,Chicago,0
730,2024-08-04,Chicago,0
731,2022-06-06,Austin,1
732,2023-07-17,Boston,0
733,2022-12-26,San Francisco,0
734,2025-06-13,San Francisco,0
735,2022-11-25,Boston,0
736,2025-05-15,Seattle,0
737,2022-05-26,Austin,1
738,2023-03-03,Austin,0
739,2024-12-11,Austin,0
740,2023-12-24,Seattle,0
741,2024-08-24,San Francisco,0
742,2025-07-05,Seattle,0
743,2024-02-04,Seattle,1
744,2023-03-17,Chicago,0
745,2023-09-20,Austin,1
746,2025-05-06,Boston,1
747,2024-08-20,Seattle,1
748,2023-02-09,Seattle,1
749,2023-04-13,Boston,0
750,2023-09-02,Chicago,0
751,2025-03-21,Boston,1
752,2025-04-25,San Francisco,0
753,2022-09-29,Chicago,0
754,2023-01-26,Chicago,1
755,2023-10-22,Boston,0
756,2024-11-03,Austin,1
757,2023-02-20,Chicago,1
758,2023-02-19,Austin,1
759,2025-03-11,Seattle,0
760,2023-11-23,Seattle,0
761,2023-12-15,San Francisco,0
762,2024-12-22,Seattle,1
763,2025-06-13,San Francisco,1
764,2022-06-16,Austin,0
765,2023-06-30,Chicago,1
766,2022-12-31,Seattle,0
767,2023-05-16,Seattle,0
768,2023-05-13,Chicago,0
769,2024-05-10,Austin,1
770,2022-10-21,Seattle,1
771,2022-08-01,Boston,1
772,2023-12-18,Boston,1
773,2022-12-23,Seattle,1
774,2022-02-14,Boston,1
775,2024-08-28,Boston,1
776,2022-06-25,San Francisco,0
777,2025-04-29,Austin,1
778,2024-11-13,Seattle,1
779,2024-04-28,San Francisco,1
780,2023-03-22,Seattle,1
781,2025-06-24,Austin,0
782,2023-04-24,Boston,0
783,2023-11-22,San Francisco,1
784,2024-03-30,Austin,0
785,2025-04-23,Chicago,0
786,2022-06-05,Seattle,0
787,2022-09-14,San Francisco,0
788,2023-07-27,Austin,1
789,2022-06-03,San Francisco,1
790,2023-08-14,Boston,1
791,2025-10-29,Austin,1
792,2022-03-03,San Francisco,1
793,2025-02-07,Austin,0
794,2025-01-23,Seattle,1
795,2023-10-18,Austin,1
796,2025-01-12,Seattle,1
797,2023-11-22,Seattle,1
798,2023-09-22,San Francisco,0
799,2024-05-19,Seattle,0
800,2023-06-14,Chicago,1
801,2023-11-30,San Francisco,0
802,2025-08-29,Seattle,0
803,2023-04-20,Seattle,1
804,2022-11-12,San Francisco,0
805,2024-05-08,Boston,1
806,2024-11-19,Chicago,0
807,2025-10-09,Boston,0
808,2023-12-23,Chicago,0
809,2022-08-30,Austin,1
810,2022-11-15,Boston,0
811,2023-03-21,Austin,0
812,2024-01-11,Chicago,0
813,2022-11-13,Seattle,0
814,2024-09-24,Seattle,0
815,2022-01-06,Seattle,0
816,2022-09-07,Chicago,1
817,2022-05-23,Seattle,0
818,2024-08-29,Seattle,0
819,2023-03-19,San Francisco,1
820,2025-03-10,San Francisco,1
821,2025-05-05,San Francisco,0
822,2024-01-15,Chicago,0
823,2025-10-26,Boston,1
824,2023-07-18,Seattle,0
825,2023-07-30,Seattle,0
826,2022-07-13,Boston,0
827,2023-06-23,Boston,0
828,2024-12-21,Seattle,1
829,2025-08-22,Chicago,0
830,2022-08-06,Austin,0
831,2023-12-15,Boston,0
832,2023-04-16,Boston,0
833,2023-06-15,Seattle,0
834,2022-11-22,Chicago,1
835,2023-02-23,San Francisco,1
836,2022-11-01,Seattle,0
837,2023-09-22,Boston,0
838,2022-08-18,Seattle,0
839,2025-05-22,Seattle,1
840,2023-06-16,Austin,0
841,2023-02-19,Austin,1
842,2025-06-21,Boston,0
843,2023-08-30,Seattle,1
844,2023-11-02,Chicago,0
845,2025-06-03,Chicago,1
846,2022-10-14,San Francisco,1
847,2024-03-06,Seattle,0
848,2023-07-08,Chicago,0
849,2024-11-22,Boston,0
850,2023-11-21,Chicago,1
851,2025-09-10,San Francisco,1
852,2025-02-15,Boston,0
853,2022-01-15,Seattle,0
854,2024-11-27,Chicago,0
855,2022-01-12,San Francisco,0
856,2025-05-16,San Francisco,0
857,2022-03-16,Seattle,1
858,2025-08-14,Austin,0
859,2023-12-14,Chicago,0
860,2023-05-13,Chicago,1
861,2025-03-22,Austin,0
862,2022-03-30,San Francisco,1
863,2023-11-20,Chicago,0
864,2024-07-20,San Francisco,0
865,2024-11-23,Chicago,0
866,2025-10-23,San Francisco,0
867,2023-01-04,San Francisco,0
868,2023-05-27,Austin,0
869,2024-11-12,Seattle,0
870,2024-11-28,Seattle,0
871,2025-09-20,Austin,1
872,2023-11-22,San Francisco,1
873,2023-05-15,Chicago,0
874,2023-01-31,San Francisco,1
875,2025-01-31,Austin,1
876,2023-02-11,San Francisco,1
877,2022-08-10,Chicago,1
878,2025-02-03,Boston,0
879,2023-06-29,Austin,1
880,2023-02-14,Chicago,0
881,2023-03-21,Austin,0
